Unnamed: 0,Unnamed: 0.1,nctid,CUI,standard_name,measure_type,measure_id,standard_measuer_id,conceptId,conceptName,domainId
728,1649,NCT04352933,C0020336,hydroxychloroquine,Comparator,intervention_1650,standard_inter_16,1777087,hydroxychloroquine,Drug
729,1650,NCT04352933,C0020336,hydroxychloroquine,Comparator,intervention_1651,standard_inter_16,1777087,hydroxychloroquine,Drug
730,1651,NCT04352933,C0032042,Placebo,Comparator,intervention_1652,standard_inter_4,44804245,Placebo,Observation
731,1653,NCT04352946,C0032042,Placebo,Comparator,intervention_1654,standard_inter_4,44804245,Placebo,Observation
732,1654,NCT04352959,0,mouthrinse with bêta-cyclodextrin and citrox,Comparator,intervention_1655,standard_inter_566,43012225,alpha-cyclodextrin,Drug
733,1655,NCT04352959,0,mouthrinse without bêta-cyclodextrin and citrox,Comparator,intervention_1656,standard_inter_567,43012225,alpha-cyclodextrin,Drug
734,1656,NCT04353011,0,questionnaire assesment,Comparator,intervention_1657,standard_inter_325,4164977,Health assessment questionnaire,Measurement
735,1662,NCT04353128,C0032042,Placebo,Comparator,intervention_1663,standard_inter_4,44804245,Placebo,Observation
736,1663,NCT04353141,C2936643,Standard of Care,Comparator,intervention_1664,standard_inter_43,42078880,Standard,Geography
737,1664,NCT04353141,C2936643,Standard of Care,Comparator,intervention_1665,standard_inter_43,42078880,Standard,Geography
738,1665,NCT04353141,C2936643,Standard of Care,Comparator,intervention_1666,standard_inter_43,42078880,Standard,Geography
739,1666,NCT04353180,C2936643,Standard of Care,Comparator,intervention_1667,standard_inter_43,42078880,Standard,Geography
740,1667,NCT04353180,C2936643,Standard of Care,Comparator,intervention_1668,standard_inter_43,42078880,Standard,Geography
741,1668,NCT04353180,C0022265,isotretinoin,Comparator,intervention_1669,standard_inter_571,984232,isotretinoin,Drug
742,1669,NCT04353180,C2986498,Aerosolize,Comparator,intervention_1670,standard_inter_572,36303226,Aerosolizer,Meas Value
743,1670,NCT04353180,C2936643,Standard of Care,Comparator,intervention_1671,standard_inter_43,42078880,Standard,Geography
744,1672,NCT04353245,0,BIOMARKERS IN THE LONG TERM IMPACT OF CORONAVIRUS INFECTION IN THE CARDIORRESPIRATORY SYSTEM,Comparator,intervention_1673,standard_inter_573,3663281,Lower respiratory infection caused by SARS-CoV-2,Condition
745,1673,NCT04353245,0,BIOMARKERS IN THE LONG TERM IMPACT OF CORONAVIRUS INFECTION IN THE CARDIORRESPIRATORY SYSTEM,Comparator,intervention_1674,standard_inter_573,3663281,Lower respiratory infection caused by SARS-CoV-2,Condition
746,1675,NCT04353271,C0032042,Placebo,Comparator,intervention_1676,standard_inter_4,44804245,Placebo,Observation
747,1677,NCT04353284,C0032042,Placebo,Comparator,intervention_1678,standard_inter_4,44804245,Placebo,Observation
748,1678,NCT04353323,0,Blood sampling,Comparator,intervention_1679,standard_inter_574,4218408,Collection of blood specimen for laboratory,Procedure
749,1679,NCT04353323,0,Blood sampling,Comparator,intervention_1680,standard_inter_574,4218408,Collection of blood specimen for laboratory,Procedure
750,1683,NCT04353518,C0032042,Placebo,Comparator,intervention_1684,standard_inter_4,44804245,Placebo,Observation
751,1688,NCT04353674,0,Control group,Comparator,intervention_1689,standard_inter_259,44804027,Control group,Observation
752,1689,NCT04353674,0,SLEDD with a L-MOD,Comparator,intervention_1690,standard_inter_576,4073483,Grasped with arm,Observation
753,1692,NCT04354259,C0032042,Placebo,Comparator,intervention_1693,standard_inter_4,44804245,Placebo,Observation
754,1694,NCT04354259,C0032042,Placebo,Comparator,intervention_1695,standard_inter_4,44804245,Placebo,Observation
755,1695,NCT04354272,0,Questionnaire,Comparator,intervention_1696,standard_inter_497,44804112,Questionnaire,Observation
756,1697,NCT04354389,C0032042,Placebo,Comparator,intervention_1698,standard_inter_4,44804245,Placebo,Observation
757,1699,NCT04354428,0,Ascorbic Acid,Comparator,intervention_1700,standard_inter_247,19011773,ascorbic acid,Drug
758,1700,NCT04354428,C0016410,Folic Acid,Comparator,intervention_1701,standard_inter_579,35819069,Folic acid,Observation
759,1706,NCT04354428,0,Ascorbic Acid,Comparator,intervention_1707,standard_inter_247,19011773,ascorbic acid,Drug
760,1708,NCT04354441,C0032042,Placebo,Comparator,intervention_1709,standard_inter_4,44804245,Placebo,Observation
761,1716,NCT04354610,0,Biological samples specific to research,Comparator,intervention_1717,standard_inter_583,4119523,Dermatological sample,Specimen
762,1717,NCT04354610,0,Clinical examination,Comparator,intervention_1718,standard_inter_584,4240345,Physical examination,Procedure
763,1718,NCT04354610,0,Telephone follow-up,Comparator,intervention_1719,standard_inter_585,4296518,Telephone follow-up,Observation
764,1721,NCT04354766,0,Blood sample,Comparator,intervention_1722,standard_inter_141,1332781,Blood Sample,Observation
765,1722,NCT04354766,0,Blood sample,Comparator,intervention_1723,standard_inter_141,1332781,Blood Sample,Observation
766,1723,NCT04354779,0,a specifically designed self-administered questionnaire,Comparator,intervention_1724,standard_inter_587,4136829,"History taking, self-administered, questionnaire",Procedure
767,1733,NCT04354857,0,olfactory and gustatory tests,Comparator,intervention_1734,standard_inter_589,4213955,Olfactory tract structure,Spec Anatomic Site
768,1734,NCT04354857,0,olfactory and gustatory tests,Comparator,intervention_1735,standard_inter_589,4213955,Olfactory tract structure,Spec Anatomic Site
769,1738,NCT04355026,C0020336,hydroxychloroquine,Comparator,intervention_1739,standard_inter_16,1777087,hydroxychloroquine,Drug
770,1739,NCT04355052,C0020336,hydroxychloroquine,Comparator,intervention_1740,standard_inter_16,1777087,hydroxychloroquine,Drug
771,1744,NCT04355143,C1710470,Treating Physician,Comparator,intervention_1745,standard_inter_590,4125029,Informing doctor,Observation
772,1757,NCT04355351,0,blood sampling,Comparator,intervention_1758,standard_inter_574,4218408,Collection of blood specimen for laboratory,Procedure
773,1758,NCT04355351,0,additional blood tubes,Comparator,intervention_1759,standard_inter_594,45768138,Blood tube,Device
774,1760,NCT04355364,C2936643,Standard of Care,Comparator,intervention_1761,standard_inter_43,42078880,Standard,Geography
775,1763,NCT04355442,0,Facial fractures reduction or osteosynthesis,Comparator,intervention_1764,standard_inter_597,2004952,Other open reduction of facial fracture,Procedure
776,1764,NCT04355442,0,Facial fractures reduction or osteosynthesis,Comparator,intervention_1765,standard_inter_597,2004952,Other open reduction of facial fracture,Procedure
777,1765,NCT04355507,0,Chest computed tomography (CT),Comparator,intervention_1766,standard_inter_598,4330930,CT of toe,Procedure
778,1766,NCT04355507,0,Reverse-transcription polymerase chain reaction (RT-PCR),Comparator,intervention_1767,standard_inter_599,35928795,"Positive, Reverse Transcription Polymerase Chain Reaction (RT-PCR) test",Meas Value
779,1786,NCT04355611,0,Evaluation of the epidemiological characteristics of coronavirus infection (SARS-CoV-2),Comparator,intervention_1787,standard_inter_603,756039,Respiratory infection caused by COVID-19,Condition
780,1796,NCT04355728,C0344211,Supportive care,Comparator,intervention_1797,standard_inter_437,4055254,Support,Observation
781,1797,NCT04355741,0,Exposure,Comparator,intervention_1798,standard_inter_606,438321,Accident due to exposure to weather conditions,Observation
782,1798,NCT04355741,0,Exposure,Comparator,intervention_1799,standard_inter_606,438321,Accident due to exposure to weather conditions,Observation
783,1799,NCT04355741,0,Exposure,Comparator,intervention_1800,standard_inter_606,438321,Accident due to exposure to weather conditions,Observation
784,1801,NCT04355767,0,Saline,Comparator,intervention_1802,standard_inter_414,42077543,Saline,Geography
785,1806,NCT04355962,C0683092,Intravenous drug,Comparator,intervention_1807,standard_inter_609,4042893,Intravenous drug user,Condition
786,1807,NCT04356144,0,Thrombin Generation Assay (TGA),Comparator,intervention_1808,standard_inter_610,4173906,Clotting factor II assay,Measurement
787,1808,NCT04356144,0,Thrombomodulin Modified Thrombin Generation Assay (TGA-TM),Comparator,intervention_1809,standard_inter_611,37392889,Thrombomodulin gene screen,Measurement
788,1809,NCT04356378,0,Data record,Comparator,intervention_1810,standard_inter_612,45768408,Patient data recorder,Device
789,1811,NCT04356495,C0042890,Vitamins,Comparator,intervention_1812,standard_inter_613,35824977,Vitamin B,Observation
790,1817,NCT04356534,0,Routine care for COVID-19 patients,Comparator,intervention_1818,standard_inter_618,36033668,COVID-19 Procedure note,Observation
791,1819,NCT04356560,0,"COVID-19 test, polymerase chain reaction for SARS-CoV-2",Comparator,intervention_1820,standard_inter_620,4161294,PCR test for SARS,Measurement
792,1820,NCT04356560,0,"COVID-19 test, polymerase chain reaction for SARS-CoV-2",Comparator,intervention_1821,standard_inter_620,4161294,PCR test for SARS,Measurement
793,1832,NCT04356937,C0032042,Placebo,Comparator,intervention_1833,standard_inter_4,44804245,Placebo,Observation
794,1834,NCT04357028,C0032042,Placebo,Comparator,intervention_1835,standard_inter_4,44804245,Placebo,Observation
795,1836,NCT04357275,0,ICU treatment,Comparator,intervention_1837,standard_inter_627,4194676,General treatment,Procedure
796,1840,NCT04357327,0,rapid salivary test,Comparator,intervention_1841,standard_inter_628,4139955,Salivary,Observation
797,1844,NCT04357418,0,it is a survey,Comparator,intervention_1845,standard_inter_630,44804317,Survey,Observation
798,1845,NCT04357418,0,it is a survey,Comparator,intervention_1846,standard_inter_630,44804317,Survey,Observation
799,1846,NCT04357431,0,self-administered questionnaire,Comparator,intervention_1847,standard_inter_631,4136829,"History taking, self-administered, questionnaire",Procedure
800,1848,NCT04357444,C0032042,Placebo,Comparator,intervention_1849,standard_inter_4,44804245,Placebo,Observation
801,1850,NCT04357457,C0032042,Placebo,Comparator,intervention_1851,standard_inter_4,44804245,Placebo,Observation
802,1852,NCT04357535,C0003015,Angiotensin-Converting Enzyme Inhibitors,Comparator,intervention_1853,standard_inter_634,42539487,Angiotensin-converting enzyme inhibitor,Observation
803,1853,NCT04357574,0,Telehealth,Comparator,intervention_1854,standard_inter_635,706416,Telehealth,Meas Value
804,1856,NCT04357639,0,No Intervention,Comparator,intervention_1857,standard_inter_214,40765128,Interventions Narrative,Observation
805,1857,NCT04357639,0,No Intervention,Comparator,intervention_1858,standard_inter_214,40765128,Interventions Narrative,Observation
806,1861,NCT04357769,0,PSS (Perceived Stress Scale),Comparator,intervention_1862,standard_inter_638,36715017,PSS (Perceived Stress Scale) score,Observation
807,1862,NCT04357769,0,GAD-7 (7-item Generalized Anxiety Disorder),Comparator,intervention_1863,standard_inter_639,45772733,Generalized anxiety disorder 7 item scale,Measurement
808,1863,NCT04357769,0,PHQ-9 (9-item Patient Health Questionnaire),Comparator,intervention_1864,standard_inter_640,44804610,PHQ-9 - Patient health questionnaire 9,Measurement
809,1864,NCT04357769,0,SPEQ (Specific Psychotic Experiences Questionnaire) - Paranoia and Grandiosity Subscales,Comparator,intervention_1865,standard_inter_641,37310537,IAPT (Improving Access to Psychological Therapies) treatment PEQ (Patient Experience Questionnaire),Measurement
810,1865,NCT04357769,0,PSS (Perceived Stress Scale),Comparator,intervention_1866,standard_inter_638,36715017,PSS (Perceived Stress Scale) score,Observation
811,1866,NCT04357769,0,GAD-7 (7-item Generalized Anxiety Disorder),Comparator,intervention_1867,standard_inter_639,45772733,Generalized anxiety disorder 7 item scale,Measurement
812,1867,NCT04357769,0,PHQ-9 (9-item Patient Health Questionnaire),Comparator,intervention_1868,standard_inter_640,44804610,PHQ-9 - Patient health questionnaire 9,Measurement
813,1868,NCT04357769,0,SPEQ (Specific Psychotic Experiences Questionnaire) - Paranoia and Grandiosity Subscales,Comparator,intervention_1869,standard_inter_641,37310537,IAPT (Improving Access to Psychological Therapies) treatment PEQ (Patient Experience Questionnaire),Measurement
814,1869,NCT04357769,0,PSS (Perceived Stress Scale),Comparator,intervention_1870,standard_inter_638,36715017,PSS (Perceived Stress Scale) score,Observation
815,1870,NCT04357769,0,GAD-7 (7-item Generalized Anxiety Disorder),Comparator,intervention_1871,standard_inter_639,45772733,Generalized anxiety disorder 7 item scale,Measurement
816,1871,NCT04357769,0,PHQ-9 (9-item Patient Health Questionnaire),Comparator,intervention_1872,standard_inter_640,44804610,PHQ-9 - Patient health questionnaire 9,Measurement
817,1872,NCT04357769,0,SPEQ (Specific Psychotic Experiences Questionnaire) - Paranoia and Grandiosity Subscales,Comparator,intervention_1873,standard_inter_641,37310537,IAPT (Improving Access to Psychological Therapies) treatment PEQ (Patient Experience Questionnaire),Measurement
818,1873,NCT04357769,0,Zaritt Burden Interview,Comparator,intervention_1874,standard_inter_642,45884261,Interview,Meas Value
819,1874,NCT04357782,C0003968,ascorbic acid,Comparator,intervention_1875,standard_inter_401,19011773,ascorbic acid,Drug
820,1875,NCT04357782,C0003968,ascorbic acid,Comparator,intervention_1876,standard_inter_401,19011773,ascorbic acid,Drug
821,1877,NCT04357808,0,Standar of care,Comparator,intervention_1878,standard_inter_643,42078880,Standard,Geography
822,1878,NCT04357834,0,Equipment with smartwatch throughout hospital stay on the general ward,Comparator,intervention_1879,standard_inter_644,4055522,"Exposure to electric current from medical equipment, with passage of current through tissue",Observation
823,1881,NCT04357860,0,Best available treatment,Comparator,intervention_1882,standard_inter_645,4146955,Treatment not available,Observation
824,1882,NCT04357977,0,RBA-2,Comparator,intervention_1883,standard_inter_646,42007871,Noba-cho,Geography
825,1884,NCT04357990,C0032042,Placebo,Comparator,intervention_1885,standard_inter_4,44804245,Placebo,Observation
826,1892,NCT04358068,C0032042,Placebo,Comparator,intervention_1893,standard_inter_4,44804245,Placebo,Observation
827,1893,NCT04358068,C0032042,Placebo,Comparator,intervention_1894,standard_inter_4,44804245,Placebo,Observation
828,1896,NCT04358081,C0032042,Placebo,Comparator,intervention_1897,standard_inter_4,44804245,Placebo,Observation
829,1898,NCT04358380,0,Liver injury,Comparator,intervention_1899,standard_inter_651,193355,Injury of liver,Condition
830,1899,NCT04358406,C0032042,Placebo,Comparator,intervention_1900,standard_inter_4,44804245,Placebo,Observation
831,1900,NCT04358406,C0061187,Gelsolin,Comparator,intervention_1901,standard_inter_652,4176272,Gelsolin,Observation
832,1901,NCT04358510,0,COViage,Comparator,intervention_1902,standard_inter_653,42064211,Covina,Geography
833,1902,NCT04358536,0,CovX,Comparator,intervention_1903,standard_inter_654,4179705,Nerve agent VX,Observation
834,1903,NCT04358536,0,CovX,Comparator,intervention_1904,standard_inter_654,4179705,Nerve agent VX,Observation
835,1905,NCT04358549,C2936643,Standard of Care,Comparator,intervention_1906,standard_inter_43,42078880,Standard,Geography
836,1906,NCT04358614,C4044947,baricitinib,Comparator,intervention_1907,standard_inter_178,1510627,baricitinib,Drug
837,1907,NCT04358614,C4044947,baricitinib,Comparator,intervention_1908,standard_inter_178,1510627,baricitinib,Drug
838,1908,NCT04358627,C3209013,Dexmedetomidine Injectable Product,Comparator,intervention_1909,standard_inter_655,35603036,dexmedetomidine Injection,Drug
839,1914,NCT04358809,C0032042,Placebo,Comparator,intervention_1915,standard_inter_4,44804245,Placebo,Observation
840,1917,NCT04358926,0,Hyperbaric oxygen therapy,Comparator,intervention_1918,standard_inter_388,4087611,Hyperbaric oxygen therapy,Procedure
841,1921,NCT04358952,0,Global Longitudinal Strain,Comparator,intervention_1922,standard_inter_659,4304309,Longitudinal,Observation
842,1922,NCT04359095,0,Emtricitabine/tenofovir,Comparator,intervention_1923,standard_inter_660,36882760,emtricitabine / Tenofovir Oral Tablet,Drug
843,1923,NCT04359095,0,Emtricitabine/tenofovir,Comparator,intervention_1924,standard_inter_660,36882760,emtricitabine / Tenofovir Oral Tablet,Drug
844,1924,NCT04359095,C3209937,Colchicine Pill,Comparator,intervention_1925,standard_inter_661,1101554,colchicine,Drug
845,1925,NCT04359095,0,Emtricitabine/tenofovir,Comparator,intervention_1926,standard_inter_660,36882760,emtricitabine / Tenofovir Oral Tablet,Drug
846,1926,NCT04359095,C0965129,Rosuvastatin,Comparator,intervention_1927,standard_inter_662,1510813,rosuvastatin,Drug
847,1927,NCT04359095,C2936643,Standard of Care,Comparator,intervention_1928,standard_inter_43,42078880,Standard,Geography
848,1928,NCT04359121,0,Questionnaires for specific phobia,Comparator,intervention_1929,standard_inter_663,4182847,Simple phobia,Condition
849,1929,NCT04359121,0,Questionnaires for specific phobia,Comparator,intervention_1930,standard_inter_663,4182847,Simple phobia,Condition
850,1930,NCT04359121,0,Questionnaires for specific phobia,Comparator,intervention_1931,standard_inter_663,4182847,Simple phobia,Condition
851,1931,NCT04359121,0,Questionnaires for specific phobia,Comparator,intervention_1932,standard_inter_663,4182847,Simple phobia,Condition
852,1932,NCT04359212,C1098510,fondaparinux,Comparator,intervention_1933,standard_inter_664,1315865,fondaparinux,Drug
853,1933,NCT04359212,C1098510,fondaparinux,Comparator,intervention_1934,standard_inter_664,1315865,fondaparinux,Drug
854,1934,NCT04359225,0,3D Telemedicine,Comparator,intervention_1935,standard_inter_665,38003414,Other Telemedicine,Revenue Code
855,1935,NCT04359225,0,2D Telemedicine,Comparator,intervention_1936,standard_inter_666,38003414,Other Telemedicine,Revenue Code
856,1948,NCT04359316,C0020336,Hydroxychloroquine,Comparator,intervention_1949,standard_inter_16,1777087,hydroxychloroquine,Drug
857,1960,NCT04359537,C0032042,Placebo,Comparator,intervention_1961,standard_inter_4,44804245,Placebo,Observation
858,1963,NCT04359615,C0020336,Hydroxychloroquine,Comparator,intervention_1964,standard_inter_16,1777087,hydroxychloroquine,Drug
859,1966,NCT04359667,C2740854,Actemra,Comparator,intervention_1967,standard_inter_674,46275120,tocilizumab 20 MG/ML Injection [Actemra],Drug
860,1967,NCT04359680,C0068788,Nitazoxanide,Comparator,intervention_1968,standard_inter_389,1715315,nitazoxanide,Drug
861,1968,NCT04359680,0,Vitamin Super B-Complex,Comparator,intervention_1969,standard_inter_390,4096198,Vitamin B-complex deficiency,Condition
862,1969,NCT04359680,C0032042,Placebo,Comparator,intervention_1970,standard_inter_4,44804245,Placebo,Observation
863,1970,NCT04359680,0,Vitamin Super B-Complex,Comparator,intervention_1971,standard_inter_390,4096198,Vitamin B-complex deficiency,Condition
864,1976,NCT04359797,0,Usual Care,Comparator,intervention_1977,standard_inter_49,45882948,Usually,Meas Value
865,1977,NCT04359797,0,Prone,Comparator,intervention_1978,standard_inter_675,35822915,prone,Observation
866,1979,NCT04359810,0,Non-convalescent Plasma (control plasma),Comparator,intervention_1980,standard_inter_676,4112241,Convalescent phase,Observation
867,1980,NCT04359836,0,No Intervention,Comparator,intervention_1981,standard_inter_214,40765128,Interventions Narrative,Observation
868,1982,NCT04359862,C0033487,Propofol,Comparator,intervention_1983,standard_inter_677,753626,propofol,Drug
869,1985,NCT04359901,0,SARILUMAB,Comparator,intervention_1986,standard_inter_679,1594587,sarilumab,Drug
870,2001,NCT04360122,C0023556,Levamisole,Comparator,intervention_2002,standard_inter_681,1389464,levamisole,Drug
871,2002,NCT04360122,C0795760,Isoprinosine,Comparator,intervention_2003,standard_inter_682,44784845,inosine,Drug
872,2003,NCT04360122,C0795760,Isoprinosine,Comparator,intervention_2004,standard_inter_682,44784845,inosine,Drug
873,2007,NCT04360356,C2936643,Standard of Care,Comparator,intervention_2008,standard_inter_43,42078880,Standard,Geography
874,2008,NCT04360538,0,Quality of Life,Comparator,intervention_2009,standard_inter_683,4234649,Quality of life satisfaction,Observation
875,2009,NCT04360538,0,Impact Event Score,Comparator,intervention_2010,standard_inter_684,4164980,Impact of event scale,Measurement
876,2010,NCT04360538,0,Hospital anxiety and depression scale,Comparator,intervention_2011,standard_inter_685,40219472,Hospital anxiety and depression scale,Measurement
877,2011,NCT04360538,0,Quality of Life,Comparator,intervention_2012,standard_inter_683,4234649,Quality of life satisfaction,Observation
878,2013,NCT04360551,C0032042,Placebo,Comparator,intervention_2014,standard_inter_4,44804245,Placebo,Observation
879,2014,NCT04360733,0,Blood draw,Comparator,intervention_2015,standard_inter_324,4245372,Phlebotomy,Procedure
880,2015,NCT04360733,0,Blood draw,Comparator,intervention_2016,standard_inter_324,4245372,Phlebotomy,Procedure
881,2016,NCT04360733,0,Blood draw,Comparator,intervention_2017,standard_inter_324,4245372,Phlebotomy,Procedure
882,2017,NCT04360733,0,Blood draw,Comparator,intervention_2018,standard_inter_324,4245372,Phlebotomy,Procedure
883,2020,NCT04360811,0,COVID 19 diagnostic test by PCR,Comparator,intervention_2021,standard_inter_686,704994,COVID-19 diagnostic criterion,Observation
884,2021,NCT04360811,0,COVID 19 diagnostic test by PCR,Comparator,intervention_2022,standard_inter_686,704994,COVID-19 diagnostic criterion,Observation
885,2022,NCT04360824,C2936643,Standard of Care,Comparator,intervention_2023,standard_inter_43,42078880,Standard,Geography
886,2023,NCT04360824,0,Intermediate dose thromboprophylaxis,Comparator,intervention_2024,standard_inter_687,4223006,Anticoagulant prophylaxis,Procedure
887,2025,NCT04360863,0,Telephone survey,Comparator,intervention_2026,standard_inter_689,44804317,Survey,Observation
888,2027,NCT04360876,C0032042,Placebo,Comparator,intervention_2028,standard_inter_4,44804245,Placebo,Observation
889,2028,NCT04360954,0,Diagnostic test,Comparator,intervention_2029,standard_inter_690,4099366,Electrodiagnostic test,Procedure
890,2029,NCT04360954,0,Diagnostic test,Comparator,intervention_2030,standard_inter_690,4099366,Electrodiagnostic test,Procedure
891,2030,NCT04360954,0,Diagnostic test,Comparator,intervention_2031,standard_inter_690,4099366,Electrodiagnostic test,Procedure
892,2031,NCT04360954,0,Diagnostic test,Comparator,intervention_2032,standard_inter_690,4099366,Electrodiagnostic test,Procedure
893,2032,NCT04360980,0,Colchicine Tablets,Comparator,intervention_2033,standard_inter_511,40031428,colchicine Oral Tablet,Drug
894,2035,NCT04361032,C0011145,Deferoxamine,Comparator,intervention_2036,standard_inter_284,1711947,deferoxamine,Drug
895,2036,NCT04361123,0,daily syndromic surveillance,Comparator,intervention_2037,standard_inter_691,4021186,Surveillance,Observation
896,2037,NCT04361123,0,monthly serologic IgM/G test,Comparator,intervention_2038,standard_inter_692,45879060,Monthly,Meas Value
897,2038,NCT04361123,0,daily syndromic surveillance,Comparator,intervention_2039,standard_inter_691,4021186,Surveillance,Observation
898,2039,NCT04361123,0,monthly serologic IgM/G test,Comparator,intervention_2040,standard_inter_692,45879060,Monthly,Meas Value
899,2042,NCT04361253,C2936643,Standard of Care,Comparator,intervention_2043,standard_inter_43,42078880,Standard,Geography
900,2044,NCT04361318,C2936643,Standard of Care,Comparator,intervention_2045,standard_inter_43,42078880,Standard,Geography
901,2045,NCT04361396,0,Collection of samples,Comparator,intervention_2046,standard_inter_695,44792972,Timed collection of specimen,Condition
902,2046,NCT04361422,C4756741,Isotretinoin Only Product in Oral Dose Form,Comparator,intervention_2047,standard_inter_696,2995433,Pegvaliase Only Product In Parenteral Dose Form,Device
903,2047,NCT04361422,C4756741,Isotretinoin Only Product in Oral Dose Form,Comparator,intervention_2048,standard_inter_696,2995433,Pegvaliase Only Product In Parenteral Dose Form,Device
904,2048,NCT04361422,C4756741,Isotretinoin Only Product in Oral Dose Form,Comparator,intervention_2049,standard_inter_696,2995433,Pegvaliase Only Product In Parenteral Dose Form,Device
905,2049,NCT04361435,0,Chest physiotherapy using a non-invasive oscillating device,Comparator,intervention_2050,standard_inter_697,44813447,Non-invasive ventilation therapy review,Observation
906,2050,NCT04361435,0,Chest physiotherapy using a non-invasive oscillating device,Comparator,intervention_2051,standard_inter_697,44813447,Non-invasive ventilation therapy review,Observation
907,2051,NCT04361448,0,samling of oropharynx and nasopharynx,Comparator,intervention_2052,standard_inter_698,3016964,CT Nasopharynx and Neck,Procedure
908,2055,NCT04361474,C0229671,Serum,Comparator,intervention_2056,standard_inter_699,40799093,Serum,Drug
909,2056,NCT04361500,0,Seraph 100,Comparator,intervention_2057,standard_inter_700,40169910,morphine sulfate 100 MG Extended Release Oral Tablet [Oramorph],Drug
910,2061,NCT04361552,0,Best Practice,Comparator,intervention_2062,standard_inter_702,4128364,Toilet practice,Observation
911,2063,NCT04361591,0,Observational only,Comparator,intervention_2064,standard_inter_703,1147304,observation,Metadata
912,2064,NCT04361604,0,Biological collection (patients co infected HIV Sras-CoV-2),Comparator,intervention_2065,standard_inter_704,704997,Patient meets COVID-19 epidemiological diagnostic criteria,Observation
913,2065,NCT04361604,0,Auto-questionnaires (patients co infected HIV Sras-CoV-2),Comparator,intervention_2066,standard_inter_705,756039,Respiratory infection caused by COVID-19,Condition
914,2066,NCT04361604,0,Qualitative interviews (in 40 patients : 20 with COVID-19 and 20 without COVID-19),Comparator,intervention_2067,standard_inter_706,756077,Close contact with confirmed COVID-19 case patient,Observation
915,2067,NCT04361604,0,Qualitative interviews (in 40 patients : 20 with COVID-19 and 20 without COVID-19),Comparator,intervention_2068,standard_inter_706,756077,Close contact with confirmed COVID-19 case patient,Observation
916,2069,NCT04361643,C0032042,Placebo,Comparator,intervention_2070,standard_inter_4,44804245,Placebo,Observation
917,2070,NCT04361838,0,prayer,Comparator,intervention_2071,standard_inter_708,42006683,Prarayer,Geography
918,2072,NCT04361903,C3247911,Ruxolitinib Oral Tablet,Comparator,intervention_2073,standard_inter_293,40244485,ruxolitinib Oral Tablet,Drug
919,2075,NCT04361942,C0032042,Placebo,Comparator,intervention_2076,standard_inter_4,44804245,Placebo,Observation
920,2076,NCT04361981,0,Deep Venous Disease Diagnostic,Comparator,intervention_2077,standard_inter_710,40761378,Deep vein thrombosis diagnosis,Observation
921,2078,NCT04362059,C2936643,Standard of Care,Comparator,intervention_2079,standard_inter_43,42078880,Standard,Geography
922,2082,NCT04362111,0,Normal saline,Comparator,intervention_2083,standard_inter_712,4113538,Normal saliva,Condition
923,2084,NCT04362124,C0032042,Placebo,Comparator,intervention_2085,standard_inter_4,44804245,Placebo,Observation
924,2086,NCT04362137,C0032042,Placebo,Comparator,intervention_2087,standard_inter_4,44804245,Placebo,Observation
925,2089,NCT04362176,C0032042,Placebo,Comparator,intervention_2090,standard_inter_4,44804245,Placebo,Observation
926,2091,NCT04362189,C0032042,Placebo,Comparator,intervention_2092,standard_inter_4,44804245,Placebo,Observation
927,2092,NCT04362319,0,Questionnaire forms,Comparator,intervention_2093,standard_inter_715,44804112,Questionnaire,Observation
928,2093,NCT04362332,C0700447,Chloroquine Sulfate,Comparator,intervention_2094,standard_inter_372,40241759,chloroquine sulfate 200 MG,Drug
929,2094,NCT04362332,C2936643,Standard of Care,Comparator,intervention_2095,standard_inter_43,42078880,Standard,Geography
930,2095,NCT04362332,C0020336,Hydroxychloroquine,Comparator,intervention_2096,standard_inter_16,1777087,hydroxychloroquine,Drug
931,2096,NCT04362332,C2936643,Standard of Care,Comparator,intervention_2097,standard_inter_43,42078880,Standard,Geography
932,2099,NCT04362358,0,Online bibliotherapy programme,Comparator,intervention_2100,standard_inter_717,4303571,Bibliotherapy,Procedure
933,2101,NCT04362813,C0032042,Placebo,Comparator,intervention_2102,standard_inter_4,44804245,Placebo,Observation
934,2106,NCT04362943,C4044947,baricitinib,Comparator,intervention_2107,standard_inter_178,1510627,baricitinib,Drug
935,2107,NCT04362943,C4044947,baricitinib,Comparator,intervention_2108,standard_inter_178,1510627,baricitinib,Drug
936,2108,NCT04362943,C4044947,baricitinib,Comparator,intervention_2109,standard_inter_178,1510627,baricitinib,Drug
937,2111,NCT04363047,0,40ml blood sample,Comparator,intervention_2112,standard_inter_719,1332781,Blood Sample,Observation
938,2112,NCT04363047,0,40ml blood sample,Comparator,intervention_2113,standard_inter_719,1332781,Blood Sample,Observation
939,2114,NCT04363060,0,amoxicillin/clavulanate,Comparator,intervention_2115,standard_inter_720,40105046,amoxicillin / clavulanate Oral Tablet,Drug
940,2115,NCT04363099,0,observational,Comparator,intervention_2116,standard_inter_200,1147304,observation,Metadata
941,2117,NCT04363177,0,Web-based psychosocial peer-to-peer support,Comparator,intervention_2118,standard_inter_721,45768391,Web-based calculator,Device
942,2118,NCT04363203,C0020336,Hydroxychloroquine,Comparator,intervention_2119,standard_inter_16,1777087,hydroxychloroquine,Drug
