index,nctid,conditions,MTI_condition,DUI,TUI,conceptId,conceptName,domainId,condition_id
896,NCT04338945,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
897,NCT04338958,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
898,NCT04339322,Characteristics Diseases,Causality,D015984,T047444,4256912,"Complex regional pain syndrome, type II",Condition,condition_415
899,NCT04339322,"Outcome, Fatal",Risk Factors,D012307,T036531,4085075,At risk - finding,Condition,condition_219
900,NCT04339387,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
901,NCT04339387,Coronavirus Sars-Associated as Cause of Disease Classified Elsewhere,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_358
902,NCT04339426,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
903,NCT04339608,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
904,NCT04339634,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
905,NCT04339634,Drug Effect,Pharmaceutical Preparations,D004364,T013329,4157515,Radiopharmaceutical poisoning,Condition,condition_416
906,NCT04339634,Drug Interaction,Drug Interactions,D004347,T013273,4022680,Injecting drug user,Condition,condition_417
907,NCT04339634,Adverse Drug Event,Drug-Related Side Effects and Adverse Reactions,D064420,T837951,4320832,Absence of drug reaction,Condition,condition_418
908,NCT04339660,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
909,NCT04339686,The Gold Standard for Current SARS CoV2 Detection is RT-PCR,Reverse Transcriptase Polymerase Chain Reaction,D020133,T059923,4196268,Polymerase chain reaction observation,Condition,condition_419
910,NCT04339712,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
911,NCT04339712,Virus Diseases,Virus Diseases,D014777,T043232,4176567,Restan virus disease,Condition,condition_294
912,NCT04339712,Macrophage Activation Syndrome,Macrophage Activation Syndrome,D055501,T713827,4325546,Macrophage activation syndrome,Condition,condition_420
913,NCT04339712,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
914,NCT04339790,Healthy Volunteer,Healthy Volunteers,D064368,T837389,4009883,Well adolescent,Condition,condition_132
915,NCT04339790,Mood Disorder,Mood Disorders,D019964,T059505,444100,Mood disorder,Condition,condition_421
916,NCT04339790,Anxiety Disorder,Anxiety Disorders,D001008,T003094,442077,Anxiety disorder,Condition,condition_422
917,NCT04339790,Preexisting Medical Condition,Preexisting Medical Condition,0,0,4010833,Pre-existing condition,Condition,condition_423
918,NCT04339816,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
919,NCT04339816,Respiratory Failure,Respiratory Insufficiency,D012131,T036135,318459,Respiratory insufficiency,Condition,condition_239
920,NCT04339842,Health Behavior,Health Behavior,D015438,T045583,4142873,Risk prone health behavior,Condition,condition_424
921,NCT04339842,Eating Behavior,Feeding Behavior,D005247,T016042,4109675,Demanding behavior,Condition,condition_425
922,NCT04339881,Sars-CoV2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_35
923,NCT04339998,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
924,NCT04339998,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
925,NCT04339998,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
926,NCT04339998,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
927,NCT04340050,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
928,NCT04340219,Cancer,Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_25
929,NCT04340232,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
930,NCT04340349,Hydroxychloroquine,Hydroxychloroquine,D006886,T020749,4264541,Poisoning by chloroquine,Condition,condition_426
931,NCT04340349,Antimalarials,Antimalarials,D000962,T002953,438067,Malaria,Condition,condition_427
932,NCT04340349,Enzyme Inhibitors,Enzyme Inhibitors,D004791,T014636,4020441,Poisoning by angiotensin-converting-enzyme inhibitors,Condition,condition_428
933,NCT04340349,Antirheumatic Agents,Antirheumatic Agents,D018501,T055102,434247,Poisoning by antirheumatic,Condition,condition_429
934,NCT04340414,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
935,NCT04340414,ECMO,Extracorporeal Membrane Oxygenation,D015199,T044437,4214190,Retrocorneal fibrous membrane,Condition,condition_430
936,NCT04340466,"Pneumonia, Viral","Pneumonia, Viral",D011024,T032427,261326,Viral pneumonia,Condition,condition_167
937,NCT04340466,Critically Ill,Critical Illness,D016638,T049821,432586,Mental disorder,Condition,condition_174
938,NCT04340466,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
939,NCT04340479,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
940,NCT04340479,Trauma,Trauma Centers,D014193,T041591,440921,Traumatic injury,Condition,condition_431
941,NCT04340479,Ultrasound,Ultrasonography,D014463,T042315,37018888,Ultrasonography of brain abnormal,Condition,condition_432
942,NCT04340544,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
943,NCT04340557,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
944,NCT04340921,Cardiovascular Disease Acute,Cardiovascular Diseases,D002318,T006662,134057,Disorder of cardiovascular system,Condition,condition_433
945,NCT04340921,Cardiomyopathies,Cardiomyopathies,D009202,T027440,321319,Cardiomyopathy,Condition,condition_434
946,NCT04340921,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
947,NCT04341012,Liver Diseases,Liver Diseases,D008107,T024201,194984,Disease of liver,Condition,condition_435
948,NCT04341012,Liver Cancer,Liver Neoplasms,D008113,T024213,4130518,Neoplasm of liver,Condition,condition_436
949,NCT04341012,COVID19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
950,NCT04341038,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
951,NCT04341038,Lung Injury,Acute Lung Injury,D055371,T036122,4199961,Acute lung injury,Condition,condition_437
952,NCT04341103,Solid Organ Transplant Rejection,Organ Transplantation,D016377,T048946,4151240,Transplanted organ failure,Condition,condition_438
953,NCT04341103,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
954,NCT04341116,Coronavirus Disease 2019 COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_439
955,NCT04341142,CoV2 Positive Caregivers,Caregivers,D017028,T050834,4026081,Dominated by caregiver,Condition,condition_440
956,NCT04341168,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
957,NCT04341168,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
958,NCT04341207,Cancer & COVID 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_441
959,NCT04341285,"ARDS, Human",Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_257
960,NCT04341285,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
961,NCT04341389,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
962,NCT04341415,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
963,NCT04341415,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
964,NCT04341441,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
965,NCT04341441,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
966,NCT04341441,Coronavirus Infections,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_159
967,NCT04341441,SARS-CoV 2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_442
968,NCT04341480,Gynecological Cancer,Gynecology,D006176,T018746,443343,Disorder of female genital system,Condition,condition_443
969,NCT04341493,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
970,NCT04341506,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
971,NCT04341519,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
972,NCT04341519,Post-traumatic Stress Disorder,"Stress Disorders, Post-Traumatic",D013313,T039096,436676,Posttraumatic stress disorder,Condition,condition_444
973,NCT04341584,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
974,NCT04341610,Respiratory Tract Diseases,Respiratory Tract Infections,D012141,T036165,4170143,Respiratory tract infection,Condition,condition_445
975,NCT04341675,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
976,NCT04341688,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
977,NCT04341714,"Efficacy, Self",Self Efficacy,D020377,T060205,435446,Late effect of self inflicted injury,Condition,condition_446
978,NCT04341714,"Satisfaction, Patient",Personal Satisfaction,D010549,T031147,4094034,Progress satisfactory,Condition,condition_447
979,NCT04341714,Telemedicine,Telemedicine,D017216,T051323,45763916,Able to participate in telemedicine consultation,Condition,condition_448
980,NCT04341727,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
981,NCT04341766,"Pneumonia, Viral","Pneumonia, Viral",D011024,T032427,261326,Viral pneumonia,Condition,condition_167
982,NCT04341766,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
983,NCT04341792,Infection Viral,Virus Replication,D014779,T043235,4253671,DNA replication,Condition,condition_215
984,NCT04341792,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
985,NCT04341792,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
986,NCT04341870,COVID19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
987,NCT04341870,SARS-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
988,NCT04341922,Dysfunctional Worry,Anxiety,D001007,T003092,441542,Anxiety,Condition,condition_449
989,NCT04341935,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
990,NCT04341935,Type 2 Diabetes,"Diabetes Mellitus, Type 2",D003924,T011751,201826,Type 2 diabetes mellitus,Condition,condition_450
991,NCT04342104,Respiratory Failure,Respiratory Insufficiency,D012131,T036135,318459,Respiratory insufficiency,Condition,condition_239
992,NCT04342104,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
993,NCT04342156,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
994,NCT04342156,Hydroxychloroquine Adverse Reaction,Hydroxychloroquine,D006886,T020749,4264541,Poisoning by chloroquine,Condition,condition_451
995,NCT04342169,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
996,NCT04342169,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
997,NCT04342169,Infectious Disease,Communicable Diseases,D003141,T009157,4042139,Communication finding,Condition,condition_205
998,NCT04342182,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
999,NCT04342195,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1000,NCT04342195,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
1001,NCT04342195,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
1002,NCT04342208,Musculoskeletal Pain,Musculoskeletal Pain,D059352,T776699,4150129,Musculoskeletal pain,Condition,condition_452
1003,NCT04342221,"COVID-19, Hydroxychloroquine Sulfate",Hydroxychloroquine,D006886,T020749,4264541,Poisoning by chloroquine,Condition,condition_453
1004,NCT04342637,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1005,NCT04342650,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1006,NCT04342650,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
1007,NCT04342650,Severe Acute Respiratory Syndrome (SARS) Pneumonia,Severe Acute Respiratory Syndrome,D045169,T536434,320651,Severe acute respiratory syndrome,Condition,condition_226
1008,NCT04342650,Clinical Trial,Patient Selection,D018579,T055293,4009872,Patient reaction finding,Condition,condition_454
1009,NCT04342663,COVID 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_290
1010,NCT04342663,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
1011,NCT04342689,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1012,NCT04342702,Follow-up,Follow-up,0,0,4089049,Follow-up examination normal,Condition,condition_455
1013,NCT04342702,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1014,NCT04342702,Infectious Diseases,Communicable Diseases,D003141,T009157,4042139,Communication finding,Condition,condition_456
1015,NCT04342702,Respiratory,Respiratory,0,0,4032666,Respiratory alteration,Condition,condition_457
1016,NCT04342728,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1017,NCT04342728,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
1018,NCT04342806,Health Care Worker (HCW),Health Personnel,D006282,T019031,4205146,Ronnel poisoning,Condition,condition_458
1019,NCT04342806,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1020,NCT04342884,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
1021,NCT04342884,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1022,NCT04342897,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1023,NCT04342897,Pneumonia,Pneumonia,D011014,T032393,255848,Pneumonia,Condition,condition_89
1024,NCT04343001,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1025,NCT04343053,Severe Acute Respiratory Syndrome Coronavirus 2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_360
1026,NCT04343092,COVID 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_290
1027,NCT04343144,COVID19- Infection With SARS-CoV-2 Virus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_459
1028,NCT04343183,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1029,NCT04343248,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1030,NCT04343248,Viral Respiratory Illnesses,Viruses,D014780,T043238,4276425,Growth of viruses - finding,Condition,condition_460
1031,NCT04343261,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_461
1032,NCT04343261,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1033,NCT04343261,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
1034,NCT04343339,"Addiction, Substance","Behavior, Addictive",D016739,T050181,4112998,Predictable behavior,Condition,condition_462
1035,NCT04343339,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1036,NCT04343404,Respiratory Distress Syndrome,Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_371
1037,NCT04343651,Coronavirus Disease 2019,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_207
1038,NCT04343664,Mental Stress,"Stress, Psychological",D013315,T039102,4251306,Stress,Condition,condition_350
1039,NCT04343664,Mental Health Wellness 1,Mental Health,D008603,T025592,432586,Mental disorder,Condition,condition_463
1040,NCT04343664,Depression,Depression,D003863,T011484,440383,Depressive disorder,Condition,condition_124
1041,NCT04343664,Anxiety,Anxiety,D001007,T003092,441542,Anxiety,Condition,condition_123
1042,NCT04343664,Behavior Problem,Problem Behavior,D000066553,T000862301,4080568,Problem behavior,Condition,condition_464
1043,NCT04343664,Emotional Problem,Mental Disorders,D001523,T004427,432586,Mental disorder,Condition,condition_465
1044,NCT04343690,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1045,NCT04343729,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
1046,NCT04343729,Severe Acute Respiratory Syndrome (SARS) Pneumonia,Severe Acute Respiratory Syndrome,D045169,T536434,320651,Severe acute respiratory syndrome,Condition,condition_226
1047,NCT04343742,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1048,NCT04343755,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1049,NCT04343768,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1050,NCT04343781,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
1051,NCT04343781,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1052,NCT04343794,COVID19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
1053,NCT04343898,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
1054,NCT04343963,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1055,NCT04343963,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
1056,NCT04343976,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1057,NCT04343976,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1058,NCT04343989,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1059,NCT04344002,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1060,NCT04344002,Lung Cancer,Lung Neoplasms,D008175,T024371,4128888,Neoplasm of lung,Condition,condition_466
1061,NCT04344015,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1062,NCT04344041,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
1063,NCT04344080,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1064,NCT04344106,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
1065,NCT04344106,Oxygen Deficiency,Hypoxia,D000860,T002508,4306572,Hypoxia,Condition,condition_467
1066,NCT04344119,Skin Manifestations,Skin Diseases,D012871,T037939,4317258,Disorder of skin,Condition,condition_468
1067,NCT04344119,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1068,NCT04344119,Chilblains,Chilblains,D002647,T007684,141456,Chilblains,Condition,condition_469
1069,NCT04344145,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1070,NCT04344171,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1071,NCT04344184,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1072,NCT04344184,"Lung Injury, Acute",Acute Lung Injury,D055371,T036122,4199961,Acute lung injury,Condition,condition_470
1073,NCT04344184,Kidney Injury,Kidney,D007668,T023037,201620,Kidney stone,Condition,condition_471
1074,NCT04344197,Surgery,Surgery,0,0,4299671,Complication of laser surgery,Condition,condition_299
1075,NCT04344197,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1076,NCT04344197,Asymptomatic Patient,Asymptomatic Patient,0,0,4309345,Asymptomatic,Condition,condition_472
1077,NCT04344197,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1078,NCT04344197,Preventive Measures,Surveys and Questionnaires,D011795,T000879796,4112820,Legionella pneumonia,Condition,condition_473
1079,NCT04344210,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1080,NCT04344210,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",D003924,T011751,201826,Type 2 diabetes mellitus,Condition,condition_474
1081,NCT04344210,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 2",D003924,T011751,201826,Type 2 diabetes mellitus,Condition,condition_475
1082,NCT04344236,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1083,NCT04344249,IBD,Inflammatory Bowel Diseases,D015212,T044480,4074815,Inflammatory bowel disease,Condition,condition_476
1084,NCT04344249,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1085,NCT04344288,Viral Pneumonia Human Coronavirus,"Pneumonia, Viral",D011024,T032427,261326,Viral pneumonia,Condition,condition_394
1086,NCT04344288,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1087,NCT04344327,Infection Viral,Virus Replication,D014779,T043235,4253671,DNA replication,Condition,condition_215
1088,NCT04344327,"Infection, Hospital",Hospitals,D006761,T020443,4099958,Hospitalism,Condition,condition_477
1089,NCT04344327,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1090,NCT04344379,SARS-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
1091,NCT04344431,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1092,NCT04344444,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1093,NCT04344457,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1094,NCT04344509,Ventilator Associated Pneumonia,"Pneumonia, Ventilator-Associated",D053717,T668065,259992,Ventilator associated pneumonia,Condition,condition_150
1095,NCT04344535,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1096,NCT04344548,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1097,NCT04344561,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1098,NCT04344561,Hypoxic Respiratory Failure,Respiratory Insufficiency,D012131,T036135,318459,Respiratory insufficiency,Condition,condition_478
1099,NCT04344587,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1100,NCT04344600,Sars-CoV2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_35
1101,NCT04344665,Surgery,Surgery,0,0,4299671,Complication of laser surgery,Condition,condition_299
1102,NCT04344665,Perioperative Complication,Spinal Fusion,D013123,T038600,4253536,Persistent cloaca,Condition,condition_479
1103,NCT04344665,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1104,NCT04344730,Acute Hypoxemic Respiratory Failure,Respiratory Insufficiency,D012131,T036135,318459,Respiratory insufficiency,Condition,condition_480
1105,NCT04344730,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1106,NCT04344756,COVID19 Pneumonia,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_21
1107,NCT04344782,COVID19 Pneumonia,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_21
1108,NCT04344834,Mental Health Issue,Mental Health,D008603,T025592,432586,Mental disorder,Condition,condition_481
1109,NCT04344912,Acute Coronary Syndrome,Acute Coronary Syndrome,D054058,T679388,4215140,Acute coronary syndrome,Condition,condition_311
1110,NCT04344912,Heart Failure,Heart Failure,D006333,T682059,316139,Heart failure,Condition,condition_187
1111,NCT04344912,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1112,NCT04344925,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1113,NCT04344938,Covid 19 Pandemic From Ethical View,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_482
1114,NCT04344951,"Pneumonia, Viral","Pneumonia, Viral",D011024,T032427,261326,Viral pneumonia,Condition,condition_167
1115,NCT04344951,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1116,NCT04344964,Colon Polyp,Colonic Polyps,D003111,T009073,4285898,Polyp of colon,Condition,condition_483
1117,NCT04344964,Colon Disease,Colonic Diseases,D003108,T009066,443783,Chronic disease,Condition,condition_484
1118,NCT04344964,"Reflux, Gastroesophageal","Esophagitis, Peptic",D004942,T015094,30437,Gastro-esophageal reflux disease with esophagitis,Condition,condition_485
1119,NCT04344964,"Varices, Esophageal",Esophageal and Gastric Varices,D004932,T015076,24966,Esophageal varices,Condition,condition_486
1120,NCT04344977,Coronavirus Disease 2019 (COVID-19),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_175
1121,NCT04345159,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
1122,NCT04345159,Systemic Lupus Erythematosus,"Lupus Erythematosus, Systemic",D008180,T024387,257628,Systemic lupus erythematosus,Condition,condition_387
1123,NCT04345159,Rheumatoid Arthritis,"Arthritis, Rheumatoid",D001172,T003511,80809,Rheumatoid arthritis,Condition,condition_384
1124,NCT04345159,Sjogren's Syndrome,Sjogren's Syndrome,D012859,T037915,254443,Sj̦gren's syndrome,Condition,condition_487
1125,NCT04345159,Psoriatic Arthritis,"Arthritis, Psoriatic",D015535,T046057,40319772,Psoriatic arthritis,Condition,condition_385
1126,NCT04345276,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1127,NCT04345289,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1128,NCT04345289,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
1129,NCT04345289,Viral Pneumonia,"Pneumonia, Viral",D011024,T032427,261326,Viral pneumonia,Condition,condition_322
1130,NCT04345315,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1131,NCT04345315,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
1132,NCT04345406,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1133,NCT04345419,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
1134,NCT04345445,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1135,NCT04345510,COVID-19 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_147
1136,NCT04345523,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1137,NCT04345536,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1138,NCT04345549,Flu Like Symptom,"Influenza, Human",D007251,T658127,4266367,Influenza,Condition,condition_488
1139,NCT04345549,Flu Like Illness,Virus Diseases,D014777,T043232,4176567,Restan virus disease,Condition,condition_252
1140,NCT04345601,Sars-CoV2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_35
1141,NCT04345601,Acute Respiratory Distress Syndrome,Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_18
1142,NCT04345601,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
1143,NCT04345614,Pneumonia,Pneumonia,D011014,T032393,255848,Pneumonia,Condition,condition_89
1144,NCT04345640,Liver Cirrhoses,Liver Cirrhosis,D008103,T024184,4064161,Cirrhosis of liver,Condition,condition_489
